"plugin_id","plugin_path","primary_theme","confidence","best_deliverable","files_to_touch","tests_to_update","verification_commands"
"restringer","src/plugins/restringer","functional-worker-depth","0.88","实现一个最小 no-eval 静态 REstringer wrapper 摘要：external wrapper 读取受限 JS 文件，识别 string-array literal、疑似 decoder function/call、简单 constant expression 候选，返回兼容旧字段的结构化 `restringer_deobfuscation_result`。","src/plugins/restringer/workers/restringer-worker.js; src/plugins/restringer/index.ts; tests/unit/restringer-worker.test.ts; tests/unit/frontier-worker-plugins.test.ts","在 `tests/unit/restringer-worker.test.ts` 增加 external wrapper fixture：设置 `RESTRINGER_PATH=node <repo>/src/plugins/restringer/workers/restringer-worker.js`，输入包含 string array 和 decoder call 的 JS 文件，断言 `string_array_candidates`、`decoder_candidates`、`static_only`、`execution_semantics.actual_mode=worker_external`。; 保留现有 builtin contract 断言，确保 fixture-safe 模式和旧字段 `recovered_string_arrays`、`simplified_expressions` 仍兼容。; 在 `tests/unit/frontier-worker-plugins.test.ts` 更新 external worker wrapper 通用断言，允许/检查 `restringer` 的新增结构化字段。; 如同步 metadata，更新 `tests/unit/plugin-format-matrix.test.ts` 中 capabilities/formats/workflow recipe 期望。","npm test -- --runTestsByPath tests/unit/restringer-worker.test.ts tests/unit/frontier-worker-plugins.test.ts; npm test -- --runTestsByPath tests/unit/plugin-format-matrix.test.ts tests/unit/javascript-obfuscation-profile.test.ts; node scripts/generate-docker.mjs --dry-run --include=restringer; npm run lint"
"retdec","src/plugins/retdec","metadata-search-profile","0.87","先做“RetDec workflow/search metadata hardening”：为 `retdec.decompile` 增加 recipe、activation hints、runtime policy/worker backend profile 和更准确的 systemDeps 描述，不改变实际反编译行为。","src/plugins/retdec/index.ts; src/plugins/retdec/tools/retdec-decompile.ts; tests/unit/plugin-format-matrix.test.ts; docs/PLUGINS.md","在 `tests/unit/plugin-format-matrix.test.ts` 中断言 `retdec.decompile` 的 workflow recipe、runtimeBackends、safety、workerBackend/profile-gated 或 runtimePolicy 元数据。; 保留现有 native reverse engineering metadata 断言，并补充 RetDec capabilities/evidence/activation tags 的 arrayContaining 断言。","npm test -- --runTestsByPath tests/unit/plugin-format-matrix.test.ts; npm run typecheck; npm run docs:tool-catalog"
"revng","src/plugins/revng","metadata-search-profile","0.88","新增一个不调用真实 rev.ng 的 `revng.model.generate` bounded worker surface：默认 `mode=builtin` 返回 fixture-safe 的 `revng_lift_model`/`revng_decompile_artifact` 摘要、policy、readiness 和 provenance evidence；保留现有 `revng.pipeline.plan` plan-only 行为不变。","src/plugins/revng/index.ts; tests/unit/frontier-worker-plugins.test.ts; tests/unit/backend-install-contract.test.ts; tests/unit/plugin-format-matrix.test.ts","在 `tests/unit/frontier-worker-plugins.test.ts` 中把 `revng` 加入 worker contract 表，并断言 builtin worker 返回如 `model_functions` 或 `decompile_candidates` 的结构化 fixture data、`actual_mode=worker_builtin`、`live_execution=false`。; 在 `tests/unit/backend-install-contract.test.ts` 的 `WORKER_PLUGINS` 中加入 `revng`，确保 workerBackend packaging 的 `dockerFeature=revng` 能与 plugin `systemDeps` 对齐。; 在 `tests/unit/plugin-format-matrix.test.ts` 中增加 worker tool metadata/recipe 期望，确认 artifacts/evidence/workflowRecipes 不破坏现有 plan-only expectations。","npm test -- --runTestsByPath tests/unit/frontier-worker-plugins.test.ts tests/unit/backend-install-contract.test.ts tests/unit/plugin-format-matrix.test.ts tests/unit/backend-plan-plugins.test.ts; npm test -- --runTestsByPath tests/unit/docker-generator-backends.test.ts; npm run typecheck; npm run lint; node scripts/generate-docker.mjs --dry-run --include=revng; node scripts/generate-docker.mjs --dry-run --include=revng --backend-profile=heavy"
"rizin","src/plugins/rizin","metadata-search-profile","0.88","首轮建议做“metadata-only Rizin profile deepening”：不改 Rizin 执行命令，给现有 `rizin.analyze` 补 workflowRecipe、workerBackend policy、surfaceRules.activateOn、capabilities/evidence 词和 systemDeps install route/profile，使 `workflow.search`、`tools.discover`、`tool.readiness` 能准确把它识别为受限的 fast static preview / cross-backend corroboration worker。","src/plugins/rizin/tools/rizin-analyze.ts; src/plugins/rizin/index.ts; tests/unit/plugin-format-matrix.test.ts; tests/unit/tools-discover.test.ts; tests/unit/tool-help.test.ts","在 `tests/unit/plugin-format-matrix.test.ts` 增加 `rizin.analyze` workflow recipe 断言，覆盖 startsWith、nextTools、producesArtifacts、evidence、safety。; 在 `tests/unit/plugin-format-matrix.test.ts` 扩展 Rizin metadata 期望，覆盖新增 capabilities/evidence（例如 `fast-preview`、`function-discovery`、`workflow`、`provenance`）且不声称 decompile/cfg。; 在 `tests/unit/tools-discover.test.ts` 或 readiness 相关用例中断言 `rizin.analyze` 暴露 `workerBackend`/`worker_backend_readiness`，且 readiness 不启动外部 backend。; 在 `tests/unit/tool-help.test.ts` 保留现有 Rizin usage notes，并可补充 workflow recipe/worker-backed 信息不会破坏 direct wrapper guidance。","npm test -- --runInBand tests/unit/plugin-format-matrix.test.ts tests/unit/tools-discover.test.ts tests/unit/tool-help.test.ts; npm test -- --runInBand tests/unit/intent-routing.test.ts tests/unit/docker-backend-tools.test.ts; node scripts/generate-docker.mjs --dry-run --profile=static; npm run typecheck"
"runtime-deobfuscate","src/plugins/runtime-deobfuscate","metadata-search-profile","0.88","纯 metadata 增强：不改变动态执行逻辑，为 `runtime-deobfuscate` 的 4 个工具补齐可索引的 tool-level `aspects`、artifact/evidence declaration、workflowRecipes、显式 runtimePolicy，以及 delegated-runtime `workerBackend` metadata；同时补测试确认 `workflow.search/profile` 和 plugin format matrix 能看到 recipe、artifact 与 runtime gate。","src/plugins/runtime-deobfuscate/index.ts; src/plugins/runtime-deobfuscate/tools/deobf-strings.ts; src/plugins/runtime-deobfuscate/tools/deobf-api-resolve.ts; src/plugins/runtime-deobfuscate/tools/deobf-cfg-trace.ts; src/plugins/runtime-deobfuscate/tools/deobf-dotnet.ts; tests/unit/plugin-format-matrix.test.ts; tests/unit/tool-readiness.test.ts; tests/unit/frontier-worker-plugins.test.ts","在 `tests/unit/plugin-format-matrix.test.ts` 增加 runtime-deobfuscate recipe/artifact/evidence/runtimeBackends 断言。; 在 `tests/unit/tool-readiness.test.ts` 扩展 `deobf.strings` 或全部 `deobf.*` 的显式 runtimePolicy/workerBackend readiness 断言。; 在 `tests/unit/frontier-worker-plugins.test.ts` 或相近 backend-worker contract 测试中加入 runtime-deobfuscate worker contract 断言，确认 catalog 不再是 worker=no。","npm test -- tests/unit/runtime-deobfuscate-worker.test.ts tests/unit/plugin-format-matrix.test.ts tests/unit/tool-readiness.test.ts tests/unit/frontier-worker-plugins.test.ts --runInBand; npm run typecheck; npm run docs:tool-catalog"
"sbom","src/plugins/sbom","metadata-search-profile","0.88","建立 `sbom.generate` 的最小可信 contract：声明 SBOM artifact、补充 `sbom.generate` workflow recipe，并新增 handler 单元测试覆盖 CycloneDX/SPDX-lite、去重、哈希和缺表降级。","src/plugins/sbom/tools/sbom-generate.ts; tests/unit/sbom-generate.test.ts; tests/unit/plugin-format-matrix.test.ts","新增 `tests/unit/sbom-generate.test.ts`：mock `DatabaseManager.querySql`，覆盖 PE import、.NET reference、strings_cache、samples hash、`include_hashes=false`、`spdx-lite`、缺表 catch。; 更新 `tests/unit/plugin-format-matrix.test.ts`：断言 `sbom.generate` artifact declaration 和 workflow recipe。","npm test -- --runTestsByPath tests/unit/sbom-generate.test.ts tests/unit/plugin-format-matrix.test.ts; npm run typecheck"
"similarity","src/plugins/similarity","metadata-search-profile","0.88","做一个低风险的 search/profile metadata closure：为 `sample.similarity` 和 `sample.cluster.fuzzy` 增加 tool-level aspects、evidence、workflowRecipes；为 `sample.cluster.fuzzy` 声明当前实际产物 `backend_similarity_cluster`；同步 `sample.family.cluster` recipe 中与现状不一致的 required/produced artifact 文案；补 metadata 测试和文档生成。","src/plugins/similarity/tools/sample-similarity.ts; src/plugins/similarity/tools/sample-cluster-fuzzy.ts; src/plugins/similarity/tools/sample-family-cluster.ts; tests/unit/sample-family-cluster.test.ts; tests/unit/plugin-format-matrix.test.ts; docs/PLUGINS.md; docs/tool-catalog.html; docs/plugins.html","在 `tests/unit/sample-family-cluster.test.ts` 增加 similarity 插件 3 个 tool 的 metadata 断言：aspects、artifacts/evidence、workflowRecipes、recommended next tools。; 更新 `tests/unit/plugin-format-matrix.test.ts` 的 similarity recipe 期望，确保 workflow recipe 的 startsWith/nextTools/producesArtifacts 与代码一致。; 如补 systemDeps/envVar readiness，可同步更新 `tests/unit/tool-readiness.test.ts` 或新增小型 readiness assertion。","npm test -- --runTestsByPath tests/unit/sample-family-cluster.test.ts tests/unit/plugin-format-matrix.test.ts tests/unit/tool-readiness.test.ts; npm run typecheck; npm run lint; npm run docs:tool-catalog"
"speakeasy","src/plugins/speakeasy","metadata-search-profile","0.88","做一个 metadata-only 深化迭代：为 speakeasy 插件和 3 个 tool 补 `configSchema`、更精确 `systemDeps`、tool-level `artifacts`/`evidence`/`workflowRecipes`/`runtimePolicy`，不改变仿真执行逻辑。","src/plugins/speakeasy/index.ts; src/plugins/speakeasy/tools/speakeasy-emulate.ts; src/plugins/speakeasy/tools/speakeasy-api-trace.ts; src/plugins/speakeasy/tools/speakeasy-shellcode.ts","tests/unit/plugin-format-matrix.test.ts：断言 speakeasy plugin 的 config/systemDeps/runtime safety 和 3 个 tool 的 workflowRecipes/artifacts/evidence。; tests/unit/tools-discover.test.ts 或新增 `tests/unit/speakeasy-plugin-metadata.test.ts`：断言 `workflow.search`/discover 搜索 `shellcode api trace`、`packed pe emulation`、`registry behavior` 能匹配 speakeasy。; tests/unit/tool-readiness.test.ts：断言 tool 继承或暴露 runtimePolicy，且 readiness 不启动 backend。","npm test -- --runTestsByPath tests/unit/plugin-format-matrix.test.ts tests/unit/tools-discover.test.ts tests/unit/tool-readiness.test.ts; npm run typecheck; npm run docs:tool-catalog"
"static-triage","src/plugins/static-triage","metadata-search-profile","0.87","做一个 metadata-only 首迭代：为 `runtime.detect`、`packer.detect`、`entropy.analyze`、`dotnet.metadata.extract`、`dotnet.types.list` 增加精准 tool-level `aspects`、artifact/evidence 声明和 2-3 条 workflowRecipes，并补 `workflow.search`/aspect matrix 回归测试；不改 worker、缓存、artifact payload 或执行行为。","src/plugins/static-triage/tools/runtime-detect.ts; src/plugins/static-triage/tools/packer-detect.ts; src/plugins/static-triage/tools/entropy-analyze.ts; src/plugins/static-triage/tools/dotnet-metadata-extract.ts; src/plugins/static-triage/tools/dotnet-types-list.ts; tests/unit/plugin-format-matrix.test.ts; tests/unit/workflow-search.test.ts","在 `tests/unit/plugin-format-matrix.test.ts` 中为 5 个工具断言 formats/artifacts/evidence/workflowRecipes，参考现有 static.behavior/crypto/config/resource/compiler 断言。; 在 `tests/unit/workflow-search.test.ts` 增加 `.exe` + `finding=packed` 推荐 `packer.detect`/`entropy.analyze`，以及 `file_type=PE-CLR` 或 `finding=dotnet` 推荐 `runtime.detect`/`.NET` metadata 工具的排序测试。; 可选更新 `tests/unit/tool-help.test.ts`，确保新 metadata 会出现在 `format_matrix`、`artifact_declarations`、`workflow_recipes` 中。","npm test -- --runTestsByPath tests/unit/plugin-format-matrix.test.ts tests/unit/workflow-search.test.ts tests/unit/tool-help.test.ts; npm run typecheck"
"strings","src/plugins/strings","metadata-search-profile","0.9","先做 metadata/readiness 小迭代：为 `strings.extract` 和 `strings.floss.decode` 声明被动静态 `runtimePolicy`、`workerBackend`，在插件级声明 FLARE-FLOSS/system deps 和更准确的 plugin aspects；同步补 `workflow.search`/`tools.discover`/metadata 单元测试。","src/plugins/strings/index.ts; src/plugins/strings/tools/strings-extract.ts; src/plugins/strings/tools/strings-floss-decode.ts; tests/unit/strings-extract.test.ts; tests/unit/strings-floss-decode.test.ts; tests/unit/plugin-format-matrix.test.ts; tests/unit/tools-discover.test.ts; docs/PLUGINS.md","断言插件级 `aspects.evidence` 包含 `encoded-config`、`workflow`，`capabilities` 包含 `workflow-handoff`、`evidence-correlation`。; 断言 `strings.floss.decode` 的 `workerBackend` 表示 external/static FLARE-FLOSS、`readiness.doesNotStartBackend=true`、缺失后端时给出 setup action。; 断言插件 `systemDeps` 暴露 `flare-floss` 或 `FLARE_FLOSS_PATH`，Docker/readiness metadata 可被 `tools.discover` 汇总。; 断言 `runtimePolicy`/worker policy 保持 `passiveByDefault`、`noNetwork`、`noMutation`、`noLiveExecution`。","npm test -- --runTestsByPath tests/unit/strings-extract.test.ts tests/unit/strings-floss-decode.test.ts tests/unit/plugin-format-matrix.test.ts tests/unit/tools-discover.test.ts --runInBand; npm run typecheck"
"threat-intel","src/plugins/threat-intel","metadata-search-profile","0.91","为 `attack.map` 补齐 `threat-intel.attack-map-handoff` workflow recipe，并在成功结果中返回 `evidence_summary`、`quality_gates`、`workflow_handoff`、更完整的 `recommended_next_tools`/`next_actions`；先不改变核心映射 heuristic，也不引入外部后端。","src/plugins/threat-intel/tools/attack-map.ts; tests/unit/attack-map.test.ts; tests/unit/plugin-format-matrix.test.ts; docs/PLUGINS.md","在 `tests/unit/attack-map.test.ts` 增加 recipe metadata 断言和成功结果 handoff/quality gates 断言。; 在 `tests/unit/plugin-format-matrix.test.ts` 增加 `attack.map` 的 workflow recipe、evidence 声明和 workflow matrix 断言。","npm test -- --runTestsByPath tests/unit/attack-map.test.ts tests/unit/plugin-format-matrix.test.ts; npm run typecheck"
"triton","src/plugins/triton","functional-worker-depth","0.88","为 `triton.symbolic.slice` 增加“外部模式必须有 bounded target”的可测试安全契约，并顺手补充最小搜索别名（opaque predicate、api resolver、keygen、path constraints）但不接入真实 Triton 后端。","src/plugins/triton/index.ts; tests/unit/frontier-worker-plugins.test.ts; tests/unit/plugin-format-matrix.test.ts; docs/PLUGINS.md; docs/tool-catalog.html","tests/unit/frontier-worker-plugins.test.ts：新增 Triton external mode 在缺少 target 时返回 `bounded_target_required`，且不要求/不启动 backend。; tests/unit/frontier-worker-plugins.test.ts：保留 builtin preview 成功路径，确认 target 被回显且 `live_execution=false`。; tests/unit/plugin-format-matrix.test.ts：断言 Triton capabilities/surface findings 包含 opaque predicate、api resolver/keygen/path constraints 相关别名。","npm test -- --runTestsByPath tests/unit/frontier-worker-plugins.test.ts tests/unit/plugin-format-matrix.test.ts --runInBand; npm run typecheck; npm run lint; npm run docs:tool-catalog"
"unity-managed","src/plugins/unity-managed","metadata-search-profile","0.86","最推荐的小迭代：只为 `unity.metadata.inspect` 补齐 discovery/search 可见的 passive workflow recipe 和 workflow evidence/aspect metadata，命名如 `unity.metadata.bridge-plan`，不改变 handler 行为、不引入外部后端。","src/plugins/unity-managed/tools/unity-metadata-inspect.ts; tests/unit/plugin-format-matrix.test.ts; docs/PLUGINS.md; docs/tool-catalog.html","在 `tests/unit/plugin-format-matrix.test.ts` 中断言 `unity.metadata.inspect` 声明 `workflowRecipes[0].id === 'unity.metadata.bridge-plan'`，包含 `startsWith`、`nextTools`、`producesArtifacts`、`evidence` 和 passive/no-runtime safety tags。; 在同一测试中断言 Unity 插件或工具 aspects 包含 `workflow-plan` 或 `workflow` 相关可搜索信号，并且 artifact/evidence 声明仍包含 `unity_metadata_inventory`。; 可选增加 `workflow.search`/aspect matrix 断言：按 `file_type=unity-metadata` 或 query `IL2CPP bridge` 能返回 `unity.metadata.inspect` 并带 workflow id。","npm test -- --runTestsByPath tests/unit/plugin-format-matrix.test.ts; npm test -- --runTestsByPath tests/unit/workflow-search.test.ts; npm run typecheck; npm run docs:tool-catalog"
"unpacking","src/plugins/unpacking","metadata-search-profile","0.88","先做 metadata-first 小迭代：为 `unpack.auto` 补齐 tool-level `aspects`、`artifacts`、`evidence`、`workflowRecipes`、`runtimePolicy`，为 `unpacking` 插件补 `systemDeps`/`configSchema` 和更细 `surfaceRules.signalMap`；不改执行行为，只让 discovery/readiness/search 正确暴露依赖、runtime gate 和产物。","src/plugins/unpacking/index.ts; src/plugins/unpacking/tools/unpack-auto.ts; tests/unit/unpack-auto.test.ts; tests/unit/plugin-format-matrix.test.ts; tests/unit/workflow-search.test.ts","在 `tests/unit/unpack-auto.test.ts` 增加 tool definition metadata 断言：artifact types、evidence categories、workflow recipe、runtimePolicy allowedBackends/safety。; 在 `tests/unit/plugin-format-matrix.test.ts` 增加 `unpack.auto` workflow recipe expectation，验证 producesArtifacts 包含 `unpack_execution`/`unpacked_binary`/`child_sample` 类声明，runtimeBackends 包含 `upx`、`speakeasy`、`qiling`。; 在 `tests/unit/workflow-search.test.ts` 增加 packed/high-entropy/upx query 或 finding 的推荐命中测试，确认 `unpacking` 在 `workflow.search` 中能通过更细 signal/profile 排名。","npm test -- --runTestsByPath tests/unit/unpack-auto.test.ts tests/unit/plugin-format-matrix.test.ts tests/unit/workflow-search.test.ts; npm run typecheck; npm run docs:tool-catalog"
"upx","src/plugins/upx","artifact-evidence-quality","0.87","先做“失败安全的 UPX decompress”：非 0 退出、无输出文件、`persist_artifact=false` 都返回可审计的结构化结果；临时目录无论成功失败都清理；补齐 `test` 操作与缺后端/失败路径测试。","src/plugins/upx/tools/upx-inspect.ts","tests/unit/upx-inspect.test.ts","npm test -- --runTestsByPath tests/unit/upx-inspect.test.ts; npm test -- --runTestsByPath tests/unit/plugin-format-matrix.test.ts; npm run typecheck"
"visualization","src/plugins/visualization","artifact-evidence-quality","0.88","修正 `report.html.generate` 的 artifact 合约：生成 HTML 后注册并返回 `html_report` ArtifactRef，保证下游 `artifact.read`/reporting handoff 能发现该报告；同时增加成功路径和 HTML escaping 回归测试。","src/plugins/visualization/tools/report-html-generate.ts; tests/unit/report-html-generate.test.ts","在 `tests/unit/report-html-generate.test.ts` 增加真实 `WorkspaceManager` + `DatabaseManager` 的成功路径：插入 sample 和若干 evidence，调用 handler，断言 `ok=true`、`data.report_path` 存在、`artifacts[0].type === 'html_report'`、mime 为 `text/html`、数据库 artifact 可查。; 增加 escaping 用例：恶意 title/evidence 字符串不应以原始 `<script>` 或未转义 HTML 出现在报告中。","npx jest tests/unit/report-html-generate.test.ts --runInBand; npm run typecheck"
"vm-analysis","src/plugins/vm-analysis","artifact-evidence-quality","0.87","打通并测试 `vm.emulate` 到 `constraint.extract` 的最小闭环：emulation artifact 明确包含 extractor 可消费的 trace/constraint 数据，`constraint.extract` 能从当前或兼容格式中生成非空 Z3 script，相关 handler 测试覆盖真实生产函数路径。","src/plugins/vm-analysis/tools/vm-emulate.ts; src/plugins/vm-analysis/tools/constraint-extract.ts; tests/unit/vm-emulate.test.ts; tests/unit/constraint-extract.test.ts","在 `tests/unit/vm-emulate.test.ts` 增加 mock sample + `vm_opcode_table` evidence 的成功用例，断言返回/持久化结果包含可消费 constraint 或 trace。; 在 `tests/unit/constraint-extract.test.ts` 增加 mock `vm_emulation` evidence 的成功用例，覆盖从 emulation artifact 提取 constraint、生成变量列表和 `z3_script`。; 保留不存在 sample、缺 opcode table、缺 emulation trace 的错误路径测试。","npm test -- tests/unit/vm-emulate.test.ts tests/unit/constraint-extract.test.ts tests/unit/vm-workflow-plan.test.ts --runInBand; npx eslint src/plugins/vm-analysis/tools/vm-emulate.ts src/plugins/vm-analysis/tools/constraint-extract.ts tests/unit/vm-emulate.test.ts tests/unit/constraint-extract.test.ts --quiet --no-error-on-unmatched-pattern; npm run typecheck"
"vuln-scanner","src/plugins/vuln-scanner","artifact-evidence-quality","0.88","先交付“漏洞扫描结果可驱动函数排序”的最小闭环：兼容/统一 `vuln_pattern_scan` artifact contract，给 `vuln.pattern.scan` 增加真实 happy path 测试，并给 `code.functions.rank include_vuln_risk` 增加读取该 artifact 的测试。这个迭代能把已有扫描结果真正接入后续审计工作流。","src/plugins/code-analysis/tools/code-functions-rank.ts; tests/unit/code-functions-rank.test.ts; tests/unit/vuln-pattern-scan.test.ts; tests/unit/plugin-format-matrix.test.ts","在 `tests/unit/vuln-pattern-scan.test.ts` 增加成功路径：mock sample、mock `findAnalysisEvidenceBySample` 返回 decompiled functions，断言产出 `vuln_pattern_scan` artifact、findings 排序和 confidence 过滤。; 在 `tests/unit/code-functions-rank.test.ts` 增加 `include_vuln_risk: true` 时读取 `vuln_pattern_scan` 并提升匹配函数 score 的测试；兼容旧 `vuln_scan` 时也补一个回归用例。; 在 `tests/unit/plugin-format-matrix.test.ts` 保持 `vuln.pattern.scan` artifact/evidence contract，必要时补 `vuln.pattern.summary` workflow/evidence 断言。","npm test -- --runInBand tests/unit/vuln-pattern-scan.test.ts tests/unit/code-functions-rank.test.ts tests/unit/plugin-format-matrix.test.ts; npm test -- --runInBand tests/unit/workflow-search.test.ts; npm run build"
"wabt","src/plugins/wabt","functional-worker-depth","0.9","修正并验证 `wabt.toolchain.run` 的 external worker contract：新增一个只读 WABT wrapper，使用 `WABT_WORKER_PATH` 作为可 spawn worker 命令，使用 `WABT_PATH` 查找 WABT binaries；最小支持 validation、objdump summary、WAT preview，返回结构化 `WorkerResult`，并保留 builtin fixture-safe 默认路径。","src/plugins/wabt/index.ts; src/plugins/wabt/workers/wabt-worker.js; src/plugins/wabt/docker/wabt.dockerfile; tests/unit/frontier-worker-plugins.test.ts; tests/unit/backend-install-contract.test.ts","在 `tests/unit/frontier-worker-plugins.test.ts` 增加 `wabt.toolchain.run` external bridge 覆盖，使用临时/mock WABT binaries 或 wrapper fixture，断言 `actual_mode: worker_external`、`no_network: true`、`no_mutation: true`。; 新增或扩展 worker 单测，覆盖 WABT_PATH 缺失、非法样本路径、超时/输出过大、malformed backend output、validation failure 但进程成功的降级结果。; 更新 `tests/unit/plugin-format-matrix.test.ts`，断言新增 artifact/evidence/workflowRecipe metadata 不破坏现有 plan-only 断言。","npm test -- --runTestsByPath tests/unit/frontier-worker-plugins.test.ts tests/unit/backend-install-contract.test.ts; npm test -- --runTestsByPath tests/unit/plugin-format-matrix.test.ts tests/unit/backend-plan-plugins.test.ts; node scripts/generate-docker.mjs --dry-run --include=wabt"
"wasm","src/plugins/wasm","metadata-search-profile","0.88","先做一个小而高收益的 metadata/search 迭代：为 `wasm.structure.analyze` 增加 `wasm.static.inventory` workflow recipe，补齐 imports/exports/provenance/workflow evidence 声明，并把推荐链对齐到 `strings.extract`、`sbom.generate`、`wabt.toolchain.plan`、`wasm.runtime.plan`、`analysis.evidence.graph`。","src/plugins/wasm/tools/wasm-structure-analyze.ts; tests/unit/plugin-format-matrix.test.ts; tests/unit/workflow-search.test.ts; docs/PLUGINS.md","在 `tests/unit/plugin-format-matrix.test.ts` 增加 `expectWorkflowRecipeMetadata` 覆盖 `wasm.static.inventory` 的 startsWith、nextTools、producesArtifacts、evidence、safety。; 在 `tests/unit/plugin-format-matrix.test.ts` 或 wasm 专属测试中断言 `wasm.structure.analyze` tool evidence categories 包含 `structure`、`imports`、`exports`、`provenance`。; 在 `tests/unit/workflow-search.test.ts` 增加 `.wasm`/`wasi runtime` 查询用例，验证 `workflow.search` 推荐 wasm 插件时带 workflow_id、recommended_tools 和 passive activation 语义。","npm test -- --runInBand --forceExit --runTestsByPath tests/unit/wasm-structure-analyze.test.ts tests/unit/plugin-format-matrix.test.ts tests/unit/workflow-search.test.ts; npx tsc --noEmit --pretty false; git diff --check -- src/plugins/wasm/tools/wasm-structure-analyze.ts tests/unit/plugin-format-matrix.test.ts tests/unit/workflow-search.test.ts docs/PLUGINS.md"
"wasm-runtime","src/plugins/wasm-runtime","metadata-search-profile","0.88","先做 metadata-only readiness 升级：为 `wasm-runtime` 增加 `WASMTIME_PATH`/`wasmtime` optional runtime systemDep、docker/profile metadata、`architectures: ['wasm']`（通过局部 aspects 补齐或扩展 runtime-plan helper），并补充搜索/发现断言，确保不新增任何样本执行路径。","src/plugins/wasm-runtime/index.ts; tests/unit/plugin-format-matrix.test.ts; tests/unit/tools-discover.test.ts","在 `tests/unit/plugin-format-matrix.test.ts` 断言 `wasm-runtime` 暴露 `architectures: ['wasm']`、`systemDeps` 包含 `wasmtime`/`WASMTIME_PATH`，且 runtimePolicy 仍是 passive/opt-in/isolated/network disabled。; 在 `tests/unit/tools-discover.test.ts` 增加一个推荐或 list 场景，验证 `wasm-runtime` 的 backend install/readiness metadata 能出现在 recommendation 中，且 activation 不启动 backend。","npm test -- tests/unit/plugin-format-matrix.test.ts tests/unit/tools-discover.test.ts --runInBand; npm test -- tests/unit/runtime-session-templates.test.ts --runInBand; npm run typecheck"
"windows-debug-symbols","src/plugins/windows-debug-symbols","metadata-search-profile","0.88","给 `windows.debug.metadata.inspect` 增加一个被动 workflow recipe，并同步补齐 `debug-metadata`/`structure`/`workflow` 等 discover/search metadata；不改变解析逻辑、不引入外部依赖。","src/plugins/windows-debug-symbols/tools/windows-debug-metadata-inspect.ts; src/plugins/windows-debug-symbols/index.ts; tests/unit/plugin-format-matrix.test.ts; docs/tool-catalog.html","在 `tests/unit/plugin-format-matrix.test.ts` 增加 `expectWorkflowRecipeMetadata` 覆盖 `windows-debug-symbols` recipe：`startsWith` 包含 `windows.debug.metadata.inspect`，`nextTools` 包含 `metadata.extract`、`strings.extract`、`analysis.evidence.graph`，`producesArtifacts` 包含 `windows_debug_metadata`，`safety` 包含 `passive`、`no_network_by_default`。; 在同一测试中校验 `surfaceRules.activateOn.fileTypes` 包含 `obj`、`lib`，且 aspects evidence 包含 `structure`。","npm test -- --runInBand tests/unit/plugin-format-matrix.test.ts tests/unit/pe-signature-verify.test.ts; npm run docs:tool-catalog; npm run lint; npm run build"
"windows-installer","src/plugins/windows-installer","metadata-search-profile","0.9","给 `installer.inventory` 增加一个 metadata-only 的被动 workflow recipe，并补齐 workflow/search 可见的 follow-up 工具与安全标签；同时在测试中断言 recipe、artifact、evidence 和推荐链存在。","src/plugins/windows-installer/tools/windows-installer-inventory.ts; tests/unit/windows-installer-inventory.test.ts; tests/unit/plugin-format-matrix.test.ts; docs/PLUGINS.md","tests/unit/windows-installer-inventory.test.ts：新增 tool definition metadata 测试，断言 `workflowRecipes[0].id`、`producesArtifacts: ['windows_installer_inventory']`、`safety` 包含 `passive`/`no_installer_execution`/`no_live_sample_by_default`。; tests/unit/plugin-format-matrix.test.ts：在 workflow recipe metadata 覆盖列表中加入 `windows-installer.passive-inventory-handoff`，并断言 nextTools 包含 `pe.structure.analyze`、`sbom.provenance.graph`、`windows.runtime.plan`。","npm test -- tests/unit/windows-installer-inventory.test.ts tests/unit/plugin-format-matrix.test.ts; npm run lint -- --quiet; npm run build"
"windows-runtime","src/plugins/windows-runtime","runtime-readiness-policy","0.88","完成一个小型 metadata hardening：新增 `windows.runtime.plan` 专用单元测试，扩展 Windows runtime 的格式/activation 覆盖到 installer/debug-metadata 线索，并把推荐静态工具补到 PDB/pdata/symbols/behavior/breakpoint planning 的最小集合；不新增任何执行后端。","src/plugins/windows-runtime/index.ts; tests/unit/windows-runtime-readiness.test.ts; tests/unit/plugin-format-matrix.test.ts","新增 `tests/unit/windows-runtime-readiness.test.ts`：断言 selected_backends、plan_only execution_semantics、safety_notes、runtimePolicy、workflow recipe、安全禁网和新增推荐工具。; 更新 `tests/unit/plugin-format-matrix.test.ts` 的 runtime plan 插件断言：包含新增 Windows formats/routing tags，并确认 `tool.runtime` 仍为 undefined。","npm test -- --runTestsByPath tests/unit/windows-runtime-readiness.test.ts tests/unit/runtime-session-templates.test.ts --runInBand; npm test -- --runTestsByPath tests/unit/plugin-format-matrix.test.ts tests/unit/tool-readiness.test.ts --runInBand; npm run lint; npm run build"
